DATE,TIME,AM/PM,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYPrecip
10/4/16,6:51:00,PM,66,59,53,63,8,0
10/4/16,7:51:00,PM,65,58,53,66,7,0
10/4/16,8:51:00,PM,63,57,52,68,9,0
10/4/16,9:51:00,PM,61,56,52,72,6,0
10/4/16,10:51:00,PM,60,55,51,72,7,0
10/4/16,11:51:00,PM,60,56,52,75,7,0
10/5/16,12:51:00,AM,58,54,51,78,5,0
10/5/16,1:51:00,AM,57,52,47,69,6,0
10/5/16,2:51:00,AM,55,50,46,72,6,0
10/5/16,3:51:00,AM,55,50,44,67,6,0
10/5/16,4:51:00,AM,55,49,43,64,9,0
10/5/16,5:51:00,AM,54,49,43,67,8,0
10/5/16,6:51:00,AM,54,49,44,69,7,0
10/5/16,7:51:00,AM,55,50,45,69,8,0
10/5/16,8:51:00,AM,56,51,47,72,8,0
10/5/16,9:51:00,AM,59,53,48,67,6,0
10/5/16,10:51:00,AM,62,56,50,65,5,0
10/5/16,11:51:00,AM,64,56,50,60,8,0
10/5/16,12:51:00,PM,65,56,49,56,6,0
10/5/16,1:51:00,PM,66,56,48,52,5,0
10/5/16,2:51:00,PM,66,55,44,45,7,0
10/5/16,3:51:00,PM,65,54,45,49,6,0
10/5/16,4:51:00,PM,63,54,46,54,3,0
10/5/16,5:51:00,PM,61,53,45,56,0,0
10/5/16,6:51:00,PM,60,56,52,75,0,0
10/5/16,7:51:00,PM,59,56,53,81,0,0
10/5/16,8:51:00,PM,58,55,52,81,0,0
10/5/16,9:51:00,PM,58,55,52,81,3,0
10/5/16,10:51:00,PM,58,55,52,81,0,0
10/5/16,11:51:00,PM,58,55,52,81,0,0
10/6/16,12:51:00,AM,57,54,52,83,0,0
10/6/16,1:51:00,AM,57,55,53,87,3,0
10/6/16,2:51:00,AM,56,54,52,87,3,0
10/6/16,3:51:00,AM,56,54,53,90,3,0
10/6/16,4:51:00,AM,56,54,53,90,3,0
10/6/16,5:51:00,AM,56,54,52,87,3,0
10/6/16,6:51:00,AM,57,55,54,90,0,0
10/6/16,7:51:00,AM,59,56,54,83,0,0
10/6/16,8:51:00,AM,61,57,54,78,0,0
10/6/16,9:51:00,AM,64,58,53,68,0,0
10/6/16,10:51:00,AM,67,59,53,61,0,0
10/6/16,11:51:00,AM,71,59,50,47,3,0
10/6/16,12:51:00,PM,71,58,48,44,5,0
10/6/16,1:51:00,PM,73,59,47,40,3,0
10/6/16,2:51:00,PM,72,58,47,41,5,0
10/6/16,3:51:00,PM,71,59,49,46,0,0
10/6/16,4:51:00,PM,68,61,56,65,5,0
10/6/16,5:51:00,PM,65,59,55,70,7,0
10/6/16,6:51:00,PM,62,58,55,78,5,0
10/6/16,7:51:00,PM,62,58,55,78,0,0
10/6/16,8:51:00,PM,61,58,55,81,0,0
10/6/16,9:51:00,PM,61,58,55,81,0,0
10/6/16,10:51:00,PM,60,57,55,84,0,0
10/6/16,11:51:00,PM,59,57,55,87,0,0
10/7/16,12:51:00,AM,59,57,55,87,0,0
10/7/16,1:51:00,AM,58,56,55,90,0,0
10/7/16,2:51:00,AM,58,56,54,87,0,0
10/7/16,3:51:00,AM,58,56,55,90,0,0
10/7/16,4:51:00,AM,58,56,55,90,0,0
10/7/16,5:51:00,AM,57,55,54,90,0,0
10/7/16,6:51:00,AM,58,56,55,90,0,0
10/7/16,7:51:00,AM,61,59,58,90,0,0
10/7/16,8:51:00,AM,64,59,56,75,3,0
10/7/16,9:51:00,AM,67,60,54,63,5,0
10/7/16,10:51:00,AM,69,58,49,49,5,0
10/7/16,11:51:00,AM,72,61,52,50,6,0
10/7/16,12:51:00,PM,73,63,56,55,3,0
10/7/16,1:51:00,PM,74,63,56,54,6,0
10/7/16,2:51:00,PM,71,58,47,42,5,0
10/7/16,3:51:00,PM,69,56,45,42,3,0
10/7/16,4:51:00,PM,67,54,42,41,7,0
10/7/16,5:51:00,PM,63,56,50,63,5,0
10/7/16,6:51:00,PM,63,58,54,73,3,0
10/7/16,7:51:00,PM,63,58,55,75,0,0
10/7/16,8:51:00,PM,62,58,55,78,0,0
10/7/16,9:51:00,PM,61,58,56,84,5,0
10/7/16,10:51:00,PM,61,58,56,84,3,0
10/7/16,11:51:00,PM,60,58,56,86,0,0
10/8/16,12:51:00,AM,60,58,56,86,0,0
10/8/16,1:51:00,AM,59,57,56,90,3,0
10/8/16,2:51:00,AM,58,56,55,90,3,0
10/8/16,3:51:00,AM,59,57,55,87,0,0
10/8/16,4:51:00,AM,58,57,56,93,5,0
10/8/16,5:51:00,AM,59,57,56,90,3,0
10/8/16,6:51:00,AM,60,58,57,90,0,0
10/8/16,7:51:00,AM,62,59,57,84,6,0
10/8/16,8:51:00,AM,64,61,58,81,5,0
10/8/16,9:51:00,AM,66,62,59,78,5,0
10/8/16,10:51:00,AM,67,63,60,79,3,0
10/8/16,11:51:00,AM,68,63,60,76,0,0
10/8/16,12:51:00,PM,68,64,61,78,3,0.01
10/8/16,1:51:00,PM,67,65,63,87,0,0.02
10/8/16,2:51:00,PM,67,65,64,91,0,0.01
10/8/16,3:51:00,PM,67,65,64,91,5,0
10/8/16,4:51:00,PM,67,65,64,91,0,0.08
10/8/16,5:51:00,PM,65,64,64,97,0,0.15
10/8/16,6:51:00,PM,65,64,63,93,0,0.06
10/8/16,7:51:00,PM,65,64,63,93,0,0.03
10/8/16,8:51:00,PM,65,64,63,93,6,0
10/8/16,9:51:00,PM,65,64,63,93,0,0
10/8/16,10:51:00,PM,65,64,63,93,0,0
10/8/16,11:51:00,PM,64,63,62,93,0,0
10/9/16,12:51:00,AM,64,63,62,93,0,0.01
10/9/16,1:51:00,AM,64,63,62,93,3,0.02
10/9/16,2:51:00,AM,61,60,59,93,3,0.03
10/9/16,3:51:00,AM,57,56,55,93,5,0.04
10/9/16,4:51:00,AM,57,55,54,90,8,0.04
10/9/16,5:51:00,AM,56,55,54,93,5,0.05
10/9/16,6:51:00,AM,55,52,50,83,9,0.03
10/9/16,7:51:00,AM,54,52,50,87,8,0.03
10/9/16,8:51:00,AM,54,52,50,87,6,0.02
10/9/16,9:51:00,AM,51,49,47,86,9,0.04
10/9/16,10:51:00,AM,52,50,48,86,10,0.09
10/9/16,11:51:00,AM,51,49,48,89,13,0.16
10/9/16,12:51:00,PM,52,50,49,89,10,0.08
10/9/16,1:51:00,PM,54,51,48,80,8,0
10/9/16,2:51:00,PM,56,51,46,70,10,0
10/9/16,3:51:00,PM,58,51,45,62,11,0
10/9/16,4:51:00,PM,58,51,44,60,9,0
10/9/16,5:51:00,PM,58,50,41,53,8,0
10/9/16,6:51:00,PM,57,49,40,53,8,0
10/9/16,7:51:00,PM,56,48,40,55,8,0
10/9/16,8:51:00,PM,55,47,39,55,6,0
10/9/16,9:51:00,PM,54,46,38,55,7,0
10/9/16,10:51:00,PM,53,46,38,57,5,0
10/9/16,11:51:00,PM,53,46,37,55,5,0
10/10/16,12:51:00,AM,52,45,37,57,6,0
10/10/16,1:51:00,AM,51,44,36,56,9,0
10/10/16,2:51:00,AM,49,43,35,59,3,0
10/10/16,3:51:00,AM,48,42,35,61,7,0
10/10/16,4:51:00,AM,47,42,35,63,7,0
10/10/16,5:51:00,AM,47,42,35,63,5,0
10/10/16,6:51:00,AM,47,41,34,61,3,0
10/10/16,7:51:00,AM,48,42,34,58,0,0
10/10/16,8:51:00,AM,50,42,31,48,9,0
10/10/16,9:51:00,AM,53,43,31,43,7,0
10/10/16,10:51:00,AM,57,44,28,33,9,0
10/10/16,11:51:00,AM,60,47,30,32,6,0
10/10/16,12:51:00,PM,61,47,29,30,0,0
10/10/16,1:51:00,PM,63,48,29,28,5,0
10/10/16,2:51:00,PM,62,48,32,32,6,0
10/10/16,3:51:00,PM,61,48,34,36,5,0
10/10/16,4:51:00,PM,59,47,34,39,5,0
10/10/16,5:51:00,PM,59,47,32,36,7,0
10/10/16,6:51:00,PM,57,47,35,44,0,0
10/10/16,7:51:00,PM,56,46,33,42,6,0
10/10/16,8:51:00,PM,52,44,34,50,0,0
10/10/16,9:51:00,PM,52,44,33,49,3,0
10/10/16,10:51:00,PM,51,44,35,54,0,0
10/10/16,11:51:00,PM,50,43,35,57,3,0
10/11/16,12:51:00,AM,49,42,34,56,5,0
10/11/16,1:51:00,AM,48,43,37,66,3,0
10/11/16,2:51:00,AM,48,42,35,61,6,0
10/11/16,3:51:00,AM,47,42,35,63,3,0
10/11/16,4:51:00,AM,49,42,34,56,5,0
10/11/16,5:51:00,AM,47,42,36,66,0,0
10/11/16,6:51:00,AM,48,42,33,56,5,0
10/11/16,7:51:00,AM,50,43,33,52,8,0
10/11/16,8:51:00,AM,52,45,36,55,6,0
10/11/16,9:51:00,AM,54,46,37,53,3,0
10/11/16,10:51:00,AM,57,48,38,49,6,0
10/11/16,11:51:00,AM,60,50,40,47,5,0
10/11/16,12:51:00,PM,61,51,41,48,0,0
10/11/16,1:51:00,PM,63,53,43,48,5,0
10/11/16,2:51:00,PM,61,52,43,52,4,0
10/11/16,3:51:00,PM,59,52,45,60,3,0
10/11/16,4:51:00,PM,57,52,47,69,3,0
10/11/16,5:51:00,PM,56,51,47,72,3,0
10/11/16,6:51:00,PM,56,51,47,72,3,0
10/11/16,7:51:00,PM,55,50,46,72,5,0
10/11/16,8:51:00,PM,55,50,46,72,0,0
10/11/16,9:51:00,PM,55,51,47,74,0,0
10/11/16,10:51:00,PM,55,51,47,74,0,0
10/11/16,10:51:00,PM,55,51,47,74,0,0
10/11/16,11:51:00,PM,54,51,48,80,3,0
10/12/16,12:51:00,AM,54,51,48,80,0,0
10/12/16,1:51:00,AM,55,52,49,80,0,0
10/12/16,2:51:00,AM,53,51,49,86,0,0
10/12/16,3:51:00,AM,53,51,49,86,0,0
10/12/16,4:51:00,AM,53,51,49,86,3,0
10/12/16,5:51:00,AM,53,51,50,89,0,0
10/12/16,6:51:00,AM,54,52,50,87,0,0
10/12/16,7:51:00,AM,58,54,50,75,5,0
10/12/16,8:51:00,AM,60,54,49,67,0,0
10/12/16,9:51:00,AM,61,55,49,65,0,0
10/12/16,10:51:00,AM,63,56,50,63,0,0
10/12/16,11:51:00,AM,64,56,50,60,3,0
10/12/16,12:51:00,PM,64,56,49,58,0,0
10/12/16,1:51:00,PM,63,56,50,63,0,0
10/12/16,2:51:00,PM,64,55,48,56,3,0
10/12/16,3:51:00,PM,63,55,49,60,6,0
10/12/16,4:51:00,PM,61,55,50,67,0,0
10/12/16,5:51:00,PM,59,54,50,72,6,0
10/12/16,6:51:00,PM,59,55,52,78,0,0
10/12/16,7:51:00,PM,59,55,52,78,0,0
10/12/16,8:51:00,PM,59,56,53,81,0,0
10/12/16,9:51:00,PM,58,55,53,84,0,0
10/12/16,10:51:00,PM,58,56,54,87,0,0
10/12/16,11:51:00,PM,58,56,54,87,0,0
10/13/16,12:51:00,AM,58,56,55,90,0,0
10/13/16,1:51:00,AM,57,56,55,93,0,0
10/13/16,2:51:00,AM,56,54,53,90,0,0
10/13/16,3:51:00,AM,56,54,53,90,0,0
10/13/16,4:51:00,AM,55,54,53,93,3,0
10/13/16,5:51:00,AM,55,53,52,90,0,0
10/13/16,6:51:00,AM,56,54,53,90,0,0
10/13/16,7:51:00,AM,58,56,55,90,0,0
10/13/16,8:51:00,AM,62,58,55,78,5,0
10/13/16,9:51:00,AM,64,59,55,73,5,0
10/13/16,10:51:00,AM,66,60,55,68,4,0
10/13/16,11:51:00,AM,67,60,55,66,3,0
10/13/16,12:51:00,PM,67,60,54,63,5,0
10/13/16,1:51:00,PM,62,59,56,80,6,0
10/13/16,2:51:00,PM,62,58,55,78,7,0
10/13/16,3:51:00,PM,62,58,55,78,5,0
10/13/16,4:51:00,PM,63,58,54,73,6,0
10/13/16,5:51:00,PM,62,58,54,75,6,0
10/13/16,6:51:00,PM,61,57,54,78,0,0
10/13/16,7:51:00,PM,61,56,51,70,8,0
10/13/16,8:51:00,PM,59,52,46,62,0,0
10/13/16,9:51:00,PM,57,50,44,62,2,0
10/13/16,10:51:00,PM,55,47,39,55,5,0
10/13/16,11:51:00,PM,53,46,38,57,5,0
10/14/16,12:51:00,AM,52,45,38,59,5,0
10/14/16,1:51:00,AM,51,45,39,64,3,0
10/14/16,2:51:00,AM,50,45,39,66,5,0
10/14/16,3:51:00,AM,49,44,38,66,3,0
10/14/16,4:51:00,AM,48,43,38,68,6,0
10/14/16,5:51:00,AM,48,43,38,68,6,0
10/14/16,6:51:00,AM,48,43,38,68,3,0
10/14/16,7:51:00,AM,50,44,38,63,6,0
10/14/16,8:51:00,AM,51,45,37,59,5,0
10/14/16,9:51:00,AM,52,44,35,53,8,0
10/14/16,10:51:00,AM,55,45,33,44,8,0
10/14/16,11:51:00,AM,57,46,34,42,6,0
10/14/16,12:51:00,PM,59,48,35,41,6,0
10/14/16,1:51:00,PM,61,49,35,38,3,0
10/14/16,2:51:00,PM,61,49,36,39,5,0
10/14/16,3:51:00,PM,61,49,35,38,3,0
10/14/16,4:51:00,PM,57,48,37,47,5,0
10/14/16,5:51:00,PM,56,46,35,46,3,0
10/14/16,6:51:00,PM,54,46,37,53,3,0
10/14/16,7:51:00,PM,54,45,35,49,3,0
10/14/16,8:51:00,PM,54,45,33,45,5,0
10/14/16,9:51:00,PM,51,44,35,54,3,0
10/14/16,10:51:00,PM,50,44,37,61,5,0
10/14/16,11:51:00,PM,50,43,34,54,3,0
10/15/16,12:51:00,AM,48,43,36,63,3,0
10/15/16,1:51:00,AM,48,43,36,63,0,0
10/15/16,2:51:00,AM,49,44,39,69,3,0
10/15/16,3:51:00,AM,47,44,40,77,3,0
10/15/16,4:51:00,AM,46,43,39,77,5,0
10/15/16,5:51:00,AM,47,43,37,69,5,0
10/15/16,6:51:00,AM,46,42,37,71,0,0
10/15/16,7:51:00,AM,50,44,38,63,5,0
10/15/16,8:51:00,AM,53,47,41,64,3,0
10/15/16,9:51:00,AM,56,50,43,62,0,0
10/15/16,10:51:00,AM,60,51,41,50,3,0
10/15/16,11:51:00,AM,63,52,40,43,5,0
10/15/16,12:51:00,PM,65,54,43,45,3,0
10/15/16,1:51:00,PM,63,54,46,54,6,0
10/15/16,2:51:00,PM,62,53,45,54,3,0
10/15/16,3:51:00,PM,61,52,44,54,0,0
10/15/16,4:51:00,PM,58,51,45,62,0,0
10/15/16,5:51:00,PM,57,51,45,64,0,0
10/15/16,6:51:00,PM,57,51,45,64,3,0
10/15/16,7:51:00,PM,57,51,46,67,6,0
10/15/16,8:51:00,PM,57,51,46,67,5,0
10/15/16,9:51:00,PM,56,51,47,72,3,0
10/15/16,10:51:00,PM,55,50,46,72,3,0
10/15/16,11:51:00,PM,55,51,47,74,6,0
10/16/16,12:51:00,AM,54,50,47,77,0,0
10/16/16,1:51:00,AM,54,51,48,80,3,0
10/16/16,2:51:00,AM,54,51,49,83,3,0
10/16/16,3:51:00,AM,54,51,49,83,3,0
10/16/16,4:51:00,AM,54,52,50,87,0,0
10/16/16,5:51:00,AM,54,51,49,83,0,0
10/16/16,6:51:00,AM,54,51,49,83,5,0
10/16/16,7:51:00,AM,56,52,49,77,6,0
10/16/16,8:51:00,AM,58,53,49,72,6,0
10/16/16,9:51:00,AM,62,56,50,65,3,0
10/16/16,10:51:00,AM,62,56,50,65,7,0
10/16/16,11:51:00,AM,65,58,52,63,3,0
10/16/16,12:51:00,PM,67,59,53,61,0,0
10/16/16,1:51:00,PM,69,60,54,59,5,0
10/16/16,2:51:00,PM,69,61,55,61,3,0
10/16/16,3:51:00,PM,68,60,55,63,5,0
10/16/16,4:51:00,PM,67,60,55,66,0,0
10/16/16,5:51:00,PM,65,59,55,70,6,0
10/16/16,6:51:00,PM,65,59,55,70,5,0
10/16/16,7:51:00,PM,65,60,56,73,5,0
10/16/16,8:51:00,PM,66,60,56,70,10,0
10/16/16,9:51:00,PM,65,60,56,73,6,0
10/16/16,10:51:00,PM,65,60,56,73,8,0
10/16/16,11:51:00,PM,64,59,56,75,5,0
10/17/16,12:51:00,AM,63,59,56,78,3,0
10/17/16,1:51:00,AM,64,59,56,75,7,0
10/17/16,2:51:00,AM,64,60,57,78,3,0
10/17/16,3:51:00,AM,63,60,57,81,3,0
10/17/16,4:51:00,AM,63,60,57,81,3,0
10/17/16,5:51:00,AM,63,60,57,81,3,0
10/17/16,6:51:00,AM,64,60,58,81,3,0
10/17/16,7:51:00,AM,64,60,58,81,3,0
10/17/16,8:51:00,AM,67,62,59,76,0,0
10/17/16,9:51:00,AM,72,65,60,66,5,0
10/17/16,10:51:00,AM,75,65,59,58,0,0
10/17/16,11:51:00,AM,79,67,60,52,0,0
10/17/16,12:51:00,PM,80,67,60,51,6,0
10/17/16,1:51:00,PM,79,67,60,52,3,0
10/17/16,2:51:00,PM,79,67,59,50,5,0
10/17/16,3:51:00,PM,77,66,60,56,0,0
10/17/16,4:51:00,PM,76,66,60,58,0,0
10/17/16,5:51:00,PM,75,66,60,60,3,0
10/17/16,6:51:00,PM,75,65,59,58,0,0
10/17/16,7:51:00,PM,74,65,59,60,3,0
10/17/16,8:51:00,PM,73,64,59,62,3,0
10/17/16,9:51:00,PM,73,64,59,62,0,0
10/17/16,10:51:00,PM,71,64,60,68,0,0
10/17/16,11:51:00,PM,71,64,60,68,7,0
10/18/16,12:51:00,AM,70,64,60,71,5,0
10/18/16,1:51:00,AM,69,64,60,73,3,0
10/18/16,2:51:00,AM,68,63,60,76,5,0
10/18/16,3:51:00,AM,68,63,60,76,0,0
10/18/16,4:51:00,AM,67,62,59,76,3,0
10/18/16,5:51:00,AM,67,62,59,76,5,0
10/18/16,6:51:00,AM,68,63,59,73,5,0
10/18/16,7:51:00,AM,70,64,60,71,0,0
10/18/16,8:51:00,AM,73,66,61,66,0,0
10/18/16,9:51:00,AM,74,67,62,67,3,0
10/18/16,10:51:00,AM,77,68,62,60,0,0
10/18/16,11:51:00,AM,80,69,62,54,6,0
10/18/16,12:51:00,PM,81,69,62,53,7,0
10/18/16,1:51:00,PM,80,69,63,56,7,0
10/18/16,2:51:00,PM,79,69,63,58,0,0
10/18/16,3:51:00,PM,78,68,62,58,6,0
10/18/16,4:51:00,PM,76,67,62,62,3,0
10/18/16,5:51:00,PM,75,67,63,66,3,0
10/18/16,6:51:00,PM,73,67,63,71,3,0
10/18/16,7:51:00,PM,73,67,63,71,6,0
10/18/16,8:51:00,PM,73,67,63,71,7,0
10/18/16,9:51:00,PM,73,66,62,69,8,0
10/18/16,10:51:00,PM,71,66,63,76,7,0
10/18/16,11:51:00,PM,71,66,63,76,7,0
10/19/16,12:51:00,AM,70,66,63,79,5,0
10/19/16,1:51:00,AM,71,66,63,76,6,0
10/19/16,2:51:00,AM,70,66,63,79,6,0
10/19/16,3:51:00,AM,71,66,63,76,3,0
10/19/16,4:51:00,AM,70,65,62,76,7,0
10/19/16,5:51:00,AM,69,65,62,78,6,0
10/19/16,6:51:00,AM,70,65,62,76,3,0
10/19/16,7:51:00,AM,71,65,62,73,6,0
10/19/16,8:51:00,AM,74,67,63,69,6,0
10/19/16,9:51:00,AM,77,68,63,62,3,0
10/19/16,10:51:00,AM,79,69,63,58,5,0
10/19/16,11:51:00,AM,82,69,62,51,5,0
10/19/16,12:51:00,PM,82,69,62,51,5,0
10/19/16,1:51:00,PM,84,68,58,41,5,0
10/19/16,2:51:00,PM,82,67,57,42,3,0
10/19/16,3:51:00,PM,82,65,54,38,6,0
10/19/16,4:51:00,PM,79,64,53,41,0,0
10/19/16,5:51:00,PM,77,61,50,39,1,0
10/19/16,6:51:00,PM,74,59,47,38,3,0
10/19/16,7:51:00,PM,72,58,46,40,5,0
10/19/16,8:51:00,PM,71,59,49,46,8,0
10/19/16,9:51:00,PM,69,58,49,49,3,0
10/19/16,10:51:00,PM,67,57,48,51,0,0
10/19/16,11:51:00,PM,65,56,48,54,5,0
10/20/16,12:51:00,AM,64,56,49,58,5,0
10/20/16,1:51:00,AM,63,55,49,60,6,0
10/20/16,2:51:00,AM,63,55,49,60,5,0
10/20/16,3:51:00,AM,63,55,49,60,6,0
10/20/16,4:51:00,AM,63,56,50,63,8,0
10/20/16,5:51:00,AM,62,56,52,70,6,0
10/20/16,6:51:00,AM,63,57,52,68,7,0
10/20/16,7:51:00,AM,64,58,54,70,11,0
10/20/16,8:51:00,AM,66,59,54,65,7,0
10/20/16,9:51:00,AM,68,60,55,63,6,0
10/20/16,10:51:00,AM,68,60,55,63,8,0
10/20/16,11:51:00,AM,69,61,56,63,8,0
10/20/16,12:51:00,PM,69,62,58,68,6,0
10/20/16,1:51:00,PM,70,64,60,71,7,0
10/20/16,2:51:00,PM,69,64,60,73,6,0
10/20/16,3:51:00,PM,68,64,61,78,8,0
10/20/16,4:51:00,PM,68,64,62,81,6,0
10/20/16,5:51:00,PM,67,64,62,84,6,0
10/20/16,6:51:00,PM,67,63,61,81,7,0
10/20/16,7:51:00,PM,66,63,61,84,7,0
10/20/16,8:51:00,PM,67,64,62,84,8,0
10/20/16,9:51:00,PM,67,65,63,87,3,0
10/20/16,10:51:00,PM,68,65,63,84,3,0
10/20/16,11:51:00,PM,68,66,64,87,3,0
10/21/16,12:51:00,AM,69,66,65,87,6,0
10/21/16,1:51:00,AM,68,66,65,90,3,0
10/21/16,2:51:00,AM,68,66,65,90,3,0
10/21/16,3:51:00,AM,68,66,64,87,0,0
10/21/16,4:51:00,AM,67,65,63,87,6,0
10/21/16,5:51:00,AM,67,65,63,87,3,0
10/21/16,6:51:00,AM,68,66,64,87,3,0
10/21/16,7:51:00,AM,68,66,65,90,0,0.01
10/21/16,8:51:00,AM,68,67,66,93,5,0.36
10/21/16,9:51:00,AM,68,67,66,93,0,0.21
10/21/16,10:51:00,AM,67,66,66,97,5,0.15
10/21/16,11:51:00,AM,67,66,66,97,3,0.16
10/21/16,12:51:00,PM,67,66,65,93,0,0.13
10/21/16,1:51:00,PM,68,67,67,96,0,0.04
10/21/16,2:51:00,PM,69,67,66,90,0,0
10/21/16,3:51:00,PM,68,67,66,93,5,0
10/21/16,4:51:00,PM,67,66,65,93,0,0
10/21/16,5:51:00,PM,67,66,65,93,0,0
10/21/16,6:51:00,PM,66,65,64,93,0,0
10/21/16,7:51:00,PM,66,65,64,93,3,0
10/21/16,8:51:00,PM,66,65,64,93,0,0
10/21/16,9:51:00,PM,66,65,64,93,0,0
10/21/16,10:51:00,PM,62,61,60,93,8,0.05
10/21/16,11:51:00,PM,58,56,54,87,5,0.02
10/22/16,12:51:00,AM,56,53,51,84,11,0
10/22/16,1:51:00,AM,55,52,49,80,10,0
10/22/16,2:51:00,AM,54,51,48,80,9,0.03
10/22/16,3:51:00,AM,50,49,48,93,8,0.11
10/22/16,4:51:00,AM,50,48,47,89,6,0.03
10/22/16,5:51:00,AM,49,48,46,90,9,0.02
10/22/16,6:51:00,AM,48,47,45,89,9,0.03
10/22/16,7:51:00,AM,48,47,45,89,8,0.04
10/22/16,8:51:00,AM,48,46,43,83,7,0.01
10/22/16,9:51:00,AM,49,45,40,71,11,0
10/22/16,10:51:00,AM,47,44,41,80,14,0.01
10/22/16,11:51:00,AM,47,44,41,80,17,0.01
10/22/16,12:51:00,PM,49,45,40,71,6,0.01
10/22/16,1:51:00,PM,50,45,39,66,9,0
10/22/16,2:51:00,PM,50,44,38,63,13,0
10/22/16,3:51:00,PM,48,44,39,71,17,0
10/22/16,4:51:00,PM,47,43,38,71,17,0
10/22/16,5:51:00,PM,48,43,38,68,11,0
10/22/16,6:51:00,PM,49,44,38,66,9,0
10/22/16,7:51:00,PM,50,42,33,52,11,0
10/22/16,8:51:00,PM,49,42,32,52,8,0
10/22/16,9:51:00,PM,49,42,33,55,10,0
10/22/16,10:51:00,PM,48,41,32,54,10,0
10/22/16,11:51:00,PM,48,41,31,52,7,0
10/23/16,12:51:00,AM,48,40,29,48,13,0
10/23/16,1:51:00,AM,47,39,29,50,10,0
10/23/16,2:51:00,AM,48,40,28,46,9,0
10/23/16,3:51:00,AM,47,39,28,48,11,0
10/23/16,4:51:00,AM,46,39,28,50,7,0
10/23/16,5:51:00,AM,46,39,29,51,8,0
10/23/16,6:51:00,AM,46,40,31,56,8,0
10/23/16,7:51:00,AM,46,40,32,58,9,0
10/23/16,8:51:00,AM,50,43,33,52,10,0
10/23/16,9:51:00,AM,54,45,33,45,13,0
10/23/16,10:51:00,AM,58,48,36,44,6,0
10/23/16,11:51:00,AM,58,48,36,44,15,0
10/23/16,12:51:00,PM,61,49,37,41,9,0
10/23/16,1:51:00,PM,60,48,35,39,13,0
10/23/16,2:51:00,PM,61,49,36,39,9,0
10/23/16,3:51:00,PM,60,49,36,41,7,0
10/23/16,4:51:00,PM,60,49,37,42,6,0
10/23/16,5:51:00,PM,59,48,37,44,6,0
10/23/16,6:51:00,PM,59,48,37,44,3,0
10/23/16,7:51:00,PM,58,48,38,48,3,0
10/23/16,8:51:00,PM,58,49,39,50,7,0
10/23/16,9:51:00,PM,57,49,40,53,7,0
10/23/16,10:51:00,PM,56,49,42,60,5,0
10/23/16,11:51:00,PM,55,49,43,64,7,0
10/24/16,12:51:00,AM,58,51,45,62,8,0
10/24/16,1:51:00,AM,54,49,45,72,0,0
10/24/16,2:51:00,AM,54,49,44,69,5,0
10/24/16,3:51:00,AM,52,49,47,83,0,0
10/24/16,4:51:00,AM,51,48,46,83,0,0
10/24/16,5:51:00,AM,51,48,46,83,3,0
10/24/16,6:51:00,AM,52,49,45,77,3,0
10/24/16,7:51:00,AM,53,49,45,74,5,0
10/24/16,8:51:00,AM,55,50,45,69,8,0
10/24/16,9:51:00,AM,57,50,42,58,8,0
10/24/16,10:51:00,AM,59,50,40,49,9,0
10/24/16,11:51:00,AM,61,49,37,41,10,0
10/24/16,12:51:00,PM,61,49,35,38,5,0
10/24/16,1:51:00,PM,61,48,33,35,13,0
10/24/16,2:51:00,PM,60,48,35,39,9,0
10/24/16,3:51:00,PM,60,47,31,33,9,0
10/24/16,4:51:00,PM,58,45,29,33,6,0
10/24/16,5:51:00,PM,54,46,37,53,8,0
10/24/16,6:51:00,PM,52,44,33,49,8,0
10/24/16,7:51:00,PM,51,43,32,48,5,0
10/24/16,8:51:00,PM,50,42,31,48,9,0
10/24/16,9:51:00,PM,49,41,30,48,5,0
10/24/16,10:51:00,PM,49,41,31,50,3,0
10/24/16,11:51:00,PM,48,41,31,52,5,0
10/25/16,12:51:00,AM,48,41,31,52,5,0
10/25/16,1:51:00,AM,48,40,30,50,3,0
10/25/16,2:51:00,AM,47,40,31,54,3,0
10/25/16,3:51:00,AM,47,41,32,56,6,0
10/25/16,4:51:00,AM,47,41,33,59,5,0
10/25/16,5:51:00,AM,46,40,33,61,6,0
10/25/16,6:51:00,AM,46,40,32,58,8,0
10/25/16,7:51:00,AM,46,40,33,61,9,0
10/25/16,8:51:00,AM,48,41,33,56,6,0
10/25/16,9:51:00,AM,47,42,35,63,6,0
10/25/16,10:51:00,AM,50,43,33,52,7,0
10/25/16,11:51:00,AM,50,41,29,44,9,0
10/25/16,12:51:00,PM,51,42,29,43,5,0
10/25/16,1:51:00,PM,51,42,30,44,6,0
10/25/16,2:51:00,PM,51,41,28,41,7,0
10/25/16,3:51:00,PM,51,41,27,39,8,0
10/25/16,4:51:00,PM,50,40,26,39,8,0
10/25/16,5:51:00,PM,49,40,26,41,9,0
10/25/16,6:51:00,PM,47,39,27,46,6,0
10/25/16,7:51:00,PM,47,38,24,41,9,0
10/25/16,8:51:00,PM,46,37,23,40,8,0
10/25/16,9:51:00,PM,45,37,24,44,7,0
10/25/16,10:51:00,PM,44,37,25,47,6,0
10/25/16,11:51:00,PM,43,36,25,49,6,0
10/26/16,12:51:00,AM,42,35,24,49,5,0
