offset,PDemand Feature,Day1,Day2,Hour Index,Season1,Season2,Season3,Season4,TOD1,TOD2,TOD3,TOD4,TOD5,dewtemp,drytemp,humidity,precip,wind speed,School2 y
1,0.981845418,1,0,0.36115755899999996,0,0,0,1,1,0,0,0,0,-1.0024070379999999,-0.631334878,-1.037769527,-0.163486338,-1.452963667,380
1,-0.913172293,0,1,-0.79454663,0,0,0,1,0,1,0,0,0,-1.161550969,-1.320826485,-0.167542155,-0.163486338,3.463061845,105
1,-0.238327856,0,1,-1.083472678,0,0,1,0,0,1,0,0,0,0.64208024,-0.05675854,1.777671971,0.339619623,0.73193656,203
1,-0.9199889040000001,0,1,-0.79454663,1,0,0,0,0,1,0,0,0,-0.737167155,-0.631334878,-0.5770609179999999,-0.163486338,0.73193656,103
1,-0.879089241,1,0,1.661324773,0,0,1,0,0,0,0,0,1,0.9603681000000001,0.7476483340000001,0.549115681,-0.163486338,-0.633626082,109
1,0.47059963299999996,0,1,1.516861749,0,0,0,1,0,0,0,0,1,-0.896311085,-0.861165414,-0.47468122700000004,-0.163486338,-0.087401025,308
1,-0.851822799,1,0,0.650083607,0,1,0,0,1,0,0,0,0,-0.524975248,-0.9760806809999999,0.753875063,-0.163486338,0.73193656,112
1,-0.892722462,0,1,-1.083472678,0,1,0,0,0,1,0,0,0,-0.631071201,-0.861165414,0.13959691800000001,-0.163486338,0.45882403200000005,110
1,1.050011523,0,1,-0.79454663,0,0,1,0,0,1,0,0,0,1.596943821,1.494597575,0.497925836,-0.163486338,-0.087401025,450
1,-0.476909223,1,0,-1.372398725,0,0,1,0,0,0,0,0,1,0.42988833299999996,0.920021236,-0.833010145,-0.163486338,-0.633626082,230
1,-0.72912381,1,0,1.661324773,1,0,0,0,0,0,0,0,1,0.111600473,-0.05675854,0.24197660899999998,-0.163486338,-0.087401025,129
1,1.4590081519999998,0,1,0.650083607,0,0,1,0,1,0,0,0,0,1.5438958440000001,1.207309405,1.00982429,-0.163486338,-0.087401025,442
1,1.847554949,1,0,-0.650083607,0,0,1,0,0,1,0,0,0,1.384751914,1.322224673,0.344356299,-0.163486338,0.18571150399999997,584
1,-0.770023473,0,1,1.083472678,0,1,0,0,0,0,1,0,0,0.058552495999999996,-0.344046709,0.753875063,-0.163486338,0.18571150399999997,118
1,-0.8313729670000001,1,0,1.372398725,0,0,1,0,0,0,0,0,1,0.80122417,0.862563602,-0.065162464,-0.163486338,-1.452963667,104
1,0.061603005,0,1,-0.072231512,1,0,0,0,0,0,0,1,0,0.270744403,0.632733067,-0.679440609,-0.163486338,0.45882403200000005,257
1,-1.022238061,1,0,1.516861749,0,1,0,0,0,0,0,0,1,0.164648449,0.7476483340000001,-1.037769527,-0.163486338,-0.633626082,88
1,-0.7154905890000001,1,0,0.79454663,0,0,0,1,0,0,1,0,0,-2.063366573,-1.378284118,-1.7032375169999998,-0.163486338,0.45882403200000005,100
1,-0.9608885659999999,1,0,1.516861749,0,1,0,0,0,0,0,0,1,-2.328606456,-1.493199386,-1.9079968980000002,-0.163486338,-0.633626082,101
1,-0.885905851,0,1,-0.505620583,0,0,0,1,0,0,0,1,0,-1.5859347819999998,-1.435741752,-0.88419999,-0.163486338,0.45882403200000005,118
1,-0.804106526,1,0,1.516861749,1,0,0,0,0,0,0,0,1,0.21769642600000003,-0.114216173,0.600305526,-0.163486338,-1.452963667,118
1,0.054786394,0,1,-1.227935701,0,0,1,0,0,0,0,0,1,1.384751914,1.494597575,0.037217227,-0.163486338,-1.452963667,216
1,-0.9608885659999999,1,0,-1.661324773,0,1,0,0,0,0,0,0,1,0.111600473,-0.22913144100000002,0.600305526,-0.163486338,0.18571150399999997,98
1,0.341084034,1,0,-0.36115755899999996,0,0,1,0,0,0,0,1,0,0.7481761929999999,0.805105968,-0.065162464,-0.163486338,0.18571150399999997,338
1,0.920495924,1,0,0.505620583,0,0,0,1,1,0,0,0,0,-0.25973536399999997,-0.80370778,1.00982429,-0.163486338,-0.633626082,361
1,-0.879089241,1,0,1.372398725,0,0,1,0,0,0,0,0,1,0.80122417,1.034936504,-0.372301536,-0.163486338,-1.452963667,113
1,-1.001788229,0,1,-0.072231512,0,1,0,0,0,0,0,1,0,0.164648449,0.402902531,-0.525871073,-0.163486338,0.18571150399999997,95
1,-0.858639409,0,1,-1.083472678,1,0,0,0,0,1,0,0,0,0.64208024,0.115614362,1.265773517,-0.163486338,-1.452963667,124
1,-0.57915838,0,1,1.083472678,1,0,0,0,0,0,1,0,0,-0.153639411,-0.05675854,-0.372301536,-0.163486338,0.73193656,143
1,0.9954786390000001,1,0,0.36115755899999996,0,0,1,0,1,0,0,0,0,1.5438958440000001,1.379682307,0.600305526,-0.163486338,0.18571150399999997,397
